Minion/Game,KDA,Death/Lose,Damage to Champion,GoldSpent/Assist,Minions/Assist,Wards Placed,DamageChampion/Kill,Kill/Game,WardsPlaced/Game,Kill/Win,Minions/Kill,WardsPlaced/Win,GoldSpent/Kill,Deaths,Wards/Assist,Assist/Win,Gold Earned,Wins,GoldEarned/Game,Win/Game,Minion/Win,Kills,Assist/Game,DamageChampion/Win,DamageChampion/Assist,Role,DamageChampion/Game,Assists,Games,Damage Taken,Gold Spent,DamageTaken/Lose,Minions Killed,Wards/Kill,DamageTaken/Death,Death/Game,GoldSpent/Game,GoldSpent/Win,Champion Name,Loses
" 148,728723404"," 2,004123711"," 8,981481481",2931237," 1944,523900574"," 26,731357553",1883," 3264,183741648"," 4,776595745"," 10,015957447"," 11,225"," 31,136971047"," 23,5375"," 2265,002227171",970," 1,800191205"," 13,075",2193205,80," 11665,984042553"," 0,425531915"," 349,5125",898," 5,563829787"," 36640,4625"," 2802,329827916",TOP," 15591,686170213",1046,188,5504094,2033972," 50963,833333333",27961," 2,09688196"," 5674,32371134"," 5,159574468"," 10819,0"," 25424,65",Aatrox,108
" 181,087837838"," 2,757849718"," 10,061002179",81006509," 1520,598247855"," 25,43624749",42756," 3440,058985901"," 6,11954262"," 11,111226611"," 11,703777336"," 29,591727535"," 21,250497018"," 1769,016009852",18472," 1,56072276"," 13,615805169",45571341,2012," 11842,864085239"," 0,522869023"," 346,33499006",23548," 7,119282744"," 40261,684393638"," 2956,981529476",MIDDLE," 21051,587577963",27395,3848,69908130,41656789," 38076,323529412",696826," 1,8156956"," 3784,545799047"," 4,8004158"," 10825,568866944"," 20704,169483101",Ahri,1836
" 157,293506494"," 2,11423221"," 13,095367847",14614532," 2051,751705653"," 29,511695906",7417," 2412,833415882"," 7,866233766"," 9,632467532"," 15,029776675"," 19,996037642"," 18,404466501"," 1390,191348853",4806," 1,807261209"," 10,183622829",9155215,403," 11889,88961039"," 0,523376623"," 300,535980149",6057," 5,32987013"," 36264,347394541"," 3561,045808967",MIDDLE," 18979,911688312",4104,770,20133319,8420389," 54859,179836512",121116," 1,224533597"," 4189,204952143"," 6,241558442"," 10935,57012987"," 20894,265508685",Akali,367
" 38,440654843"," 2,990105133"," 9,287484885",39353790," 608,577885313"," 3,06790467",172750," 4275,262357414"," 1,395331211"," 26,186145218"," 2,798723016"," 27,549483976"," 52,523563393"," 5464,969907659",30723," 2,089886281"," 25,132259045",55937149,3289," 8479,179778687"," 0,498559951"," 77,103374886",9205," 12,529937851"," 11965,275159623"," 476,092305831",SUPPORT," 5965,407003183",82660,6597,160687525,50305048," 48575,430773881",253593," 18,76697447"," 5230,202942421"," 4,657116871"," 7625,443080188"," 15294,937062937",Alistar,3308
" 48,149521531"," 2,779986292"," 10,085253456",12930756," 1040,890562485"," 4,736761591",9264," 3523,366757493"," 4,389952153"," 11,081339713"," 9,129353234"," 10,968119891"," 23,044776119"," 2410,214713896",4377," 1,090138856"," 21,139303483",9540885,402," 11412,541866029"," 0,480861244"," 100,131840796",3670," 10,16507177"," 32166,059701493"," 1521,62344081",JUNGLE," 15467,411483254",8498,836,25712452,8845488," 59245,281105991",40253," 2,524250681"," 5874,446424492"," 5,235645933"," 10580,727272727"," 22003,701492537",Amumu,434
" 183,920392585"," 2,817242249"," 8,671038251",36710962," 1592,186912099"," 27,352416477",21124," 3663,768662675"," 5,46346783"," 11,517993457"," 10,903155604"," 33,663672655"," 22,985854189"," 1959,565768463",7934," 1,71294194"," 13,418933624",21721397,919," 11843,727917121"," 0,501090513"," 367,040261153",10020," 6,724100327"," 39946,639825898"," 2976,886312034",MIDDLE," 20016,882224646",12332,1834,42602463,19634849," 46560,068852459",337310," 2,108183633"," 5369,607133854"," 4,32606325"," 10706,024536532"," 21365,450489663",Anivia,915
" 144,487414188"," 2,385425184"," 11,233065442",32878686," 1366,232880868"," 19,152498673",22740," 3238,641252955"," 5,80778032"," 13,009153318"," 11,575826682"," 24,878250591"," 25,929304447"," 1774,676221434",9784," 1,724425571"," 15,036488027",19743093,877," 11294,675629291"," 0,501716247"," 287,98631699",10152," 7,544050343"," 37489,949828962"," 2493,265033745",MIDDLE," 18809,316933638",13187,1748,29789670,18016513," 34201,68771527",252564," 2,239952719"," 3044,733237939"," 5,597254005"," 10306,929633867"," 20543,344355758",Annie,871
" 194,094165353"," 2,417499381"," 11,36461755",86007548," 1404,227574609"," 24,558447111",39238," 3665,510910331"," 5,285875197"," 8,839378238"," 10,166377816"," 36,719399932"," 17,000866551"," 2099,57875895",24218," 1,118433429"," 15,200606586",54144467,2308," 12197,446947511"," 0,519936923"," 373,303292894",23464," 7,903356612"," 37264,968804159"," 2451,544850782",ADC," 19375,433205677",35083,4439,73147638,49264516," 34325,498826842",861584," 1,672263894"," 3020,383103477"," 5,455733273"," 11098,111286326"," 21345,110918544",Ashe,2131
" 172,8091354"," 2,847511027"," 11,020833333",25841234," 1283,149858991"," 20,603325878",13932," 3315,954574618"," 6,356443719"," 11,363784666"," 11,989230769"," 27,186449378"," 21,433846154"," 1693,138714231",6348," 1,354857532"," 15,82",14408730,650," 11752,634584013"," 0,530179445"," 325,944615385",7793," 8,387438825"," 39755,744615385"," 2513,005348634",MIDDLE," 21077,67862969",10283,1226,28119575,13194630," 48818,706597222",211864," 1,787758245"," 4429,674700693"," 5,177814029"," 10762,340946166"," 20299,430769231",Aurelion Sol,576
" 197,589397742"," 2,149208608"," 10,119376125",70289746," 1768,915300685"," 31,967267191",34712," 4247,114561934"," 5,191342535"," 10,888331242"," 10,880999343"," 38,061329305"," 22,821827745"," 2106,131480363",16869," 1,761583354"," 12,955292571",37970392,1521," 11910,411543287"," 0,477101631"," 414,145299145",16550," 6,180991217"," 46212,850756082"," 3567,102055316",MIDDLE," 22048,226474279",19705,3188,59329571,34856476," 35590,624475105",629915," 2,097401813"," 3517,076945877"," 5,29140527"," 10933,649937265"," 22916,815253123",Azir,1667
" 18,963220676"," 2,87872911"," 10,236764706",81681154," 642,807519443"," 1,491147849",217714," 4567,020072687"," 2,222291252"," 27,05193837"," 4,507308468"," 8,533184233"," 54,867439516"," 3678,505116019",41766," 2,127193497"," 25,793346774",73461143,3968," 9127,875621272"," 0,49304175"," 38,461693548",17885," 12,717196819"," 20584,968245968"," 798,07279087",SUPPORT," 10149,248757455",102348,8048,146887279,65790064," 36001,784068627",152616," 12,172994129"," 3516,91038165"," 5,189612326"," 8174,709741551"," 16580,157258065",Bard,4080
" 39,366148131"," 2,540867123"," 10,946902655",37821228," 694,784160747"," 3,383151089",108139," 3938,890647782"," 2,22939401"," 25,1077316"," 4,44537037"," 17,657779629"," 50,064351852"," 3626,307331806",23503," 2,157773964"," 23,201851852",38682090,2160," 8981,214302299"," 0,501509171"," 78,49537037",9602," 11,635941491"," 17509,827777778"," 754,673716977",SUPPORT," 8781,339215231",50116,4307,96070213,34819803," 44746,256637168",169550," 11,262132889"," 4087,572352466"," 5,456930578"," 8084,467843046"," 16120,279166667",Blitzcrank,2147
" 89,212589729"," 2,105077453"," 12,630434783",39436508," 1153,517154487"," 10,438973961",33286," 4389,638023152"," 4,960795141"," 18,379900607"," 10,08305275"," 17,983526269"," 37,358024691"," 1987,197796082",11620," 2,150675195"," 17,37037037",19572788,891," 10807,723909442"," 0,491993374"," 181,328843996",8984," 8,546107123"," 44260,951739618"," 2548,071848549",MIDDLE," 21776,094975152",15477,1811,33974178,17852985," 36928,454347826",161564," 3,705031167"," 2923,76746988"," 6,416344561"," 9858,081170624"," 20037,02020202",Brand,920
" 40,055347233"," 3,050341847"," 9,436396835",45401547," 595,359970895"," 3,084347786",180772," 5673,065975259"," 1,200389981"," 27,114444278"," 2,367051168"," 33,368611771"," 53,467021591"," 6441,016743721",31008," 2,087870458"," 25,608399882",57345563,3381," 8601,404379781"," 0,507124644"," 78,985211476",8003," 12,986650667"," 13428,437444543"," 524,376279134",SUPPORT," 6809,891555422",86582,6667,148196496,51547457," 45099,359707851",267049," 22,588029489"," 4779,29876161"," 4,650967452"," 7731,731963402"," 15246,216208222",Braum,3286
" 201,765411974"," 2,250655263"," 10,554746651",143475872," 1696,000022391"," 30,486184505",61131," 3886,655072464"," 5,470509781"," 9,059128631"," 11,13910682"," 36,882378437"," 18,446288473"," 2051,831531898",36245," 1,368808777"," 13,476161738",83256359,3314," 12337,931090694"," 0,491108477"," 410,836753168",36915," 6,618257261"," 43293,866022933"," 3212,62588446",ADC," 21261,984588026",44660,6748,117454033,75743361," 34203,271112405",1361513," 1,655993499"," 3240,558228721"," 5,371221103"," 11224,564463545"," 22855,570609535",Caitlyn,3434
" 186,059555221"," 2,244300115"," 11,413899614",56149621," 1703,452543075"," 29,227070875",29603," 3448,146708425"," 6,13795703"," 11,158311346"," 11,991163476"," 30,312945222"," 21,798969072"," 1766,740972734",14781," 1,752797679"," 12,436671576",31532273,1358," 11885,515642669"," 0,511873351"," 363,487481591",16284," 6,366000754"," 41347,290868925"," 3324,626739298",MIDDLE," 21164,576328685",16889,2653,53936644,28769610," 41649,918146718",493616," 1,81791943"," 3649,052432176"," 5,571428571"," 10844,180173389"," 21185,27982327",Cassiopeia,1295
" 151,675912409"," 2,377852145"," 8,788770053",11105215," 1699,172062905"," 24,028214616",7297," 3180,187571592"," 5,097810219"," 10,652554745"," 11,22829582"," 29,753150057"," 23,463022508"," 2104,01489118",3287," 1,687557817"," 13,903536977",7966437,311," 11629,835036496"," 0,454014599"," 334,077170418",3492," 6,312408759"," 35708,08681672"," 2568,273589269",MIDDLE," 16211,99270073",4324,685,20596932,7347220," 55072,010695187",103898," 2,089633448"," 6266,17949498"," 4,798540146"," 10725,868613139"," 23624,501607717",Cho'Gath,374
" 189,320604161"," 2,461125857"," 9,985643291",80038794," 1711,941981632"," 29,332656305",36978," 3661,594491971"," 6,229410088"," 10,538045027"," 12,873380448"," 30,391417723"," 21,777385159"," 1773,734480077",18084," 1,632726952"," 13,338044759",42171198,1698," 12018,010259333"," 0,483898547"," 391,240282686",21859," 6,454260473"," 47137,098939929"," 3534,033645355",ADC," 22809,573667712",22648,3509,67737711,38772062," 37403,484815019",664326," 1,691660186"," 3745,72611148"," 5,153605016"," 11049,319464235"," 22833,958775029",Corki,1811
" 183,681394207"," 1,905304318"," 10,943255814",34867004," 2068,73460076"," 35,566444867",21369," 2931,478392467"," 5,838978891"," 10,490427099"," 12,363825364"," 31,457793846"," 22,213097713"," 1829,753489154",11764," 2,031273764"," 10,935550936",23444824,962," 11509,486499755"," 0,472263132"," 388,938669439",11894," 5,164457536"," 36244,286902287"," 3314,353992395",TOP," 17116,840451645",10520,2037,62479890,21763088," 58120,827906977",374159," 1,796620145"," 5311,109316559"," 5,775159548"," 10683,891998036"," 22622,752598753",Darius,1075
" 141,377867746"," 2,283353438"," 10,99469496",29183665," 1794,798065556"," 22,517141322",14959," 3032,384143807"," 6,493927126"," 10,093792173"," 13,21978022"," 21,77078138"," 20,548076923"," 1735,307148795",8290," 1,607630306"," 12,781593407",18189340,728," 12273,50877193"," 0,49122807"," 287,804945055",9624," 6,278677463"," 40087,451923077"," 3136,342289092",MIDDLE," 19692,081646424",9305,1482,31532390,16700596," 41820,145888594",209522," 1,554343308"," 3803,665862485"," 5,593792173"," 11268,958164642"," 22940,379120879",Diana,754
" 153,473087819"," 2,206316411"," 8,915789474",12496678," 1558,226419167"," 23,387006259",7428," 4397,142153413"," 4,025495751"," 10,521246459"," 8,717791411"," 38,125263899"," 22,785276074"," 2540,205137227",3388," 1,603280812"," 14,211656442",7884454,326," 11167,781869688"," 0,461756374"," 332,36809816",2842," 6,562322946"," 38333,36809816"," 2697,318799914",TOP," 17700,677053824",4633,706,24348984,7219263," 64076,273684211",108352," 2,613652357"," 7186,831168831"," 4,798866856"," 10225,584985836"," 22144,978527607",Dr. Mundo,380
" 184,856053384"," 2,072517545"," 11,728476821",43534285," 2069,977209149"," 31,909494817",17210," 3215,472708472"," 6,453288847"," 8,203050524"," 13,005763689"," 28,645247064"," 16,532180596"," 1858,224610385",12397," 1,415994734"," 11,6753122",27323353,1041," 13023,523832221"," 0,496186845"," 372,553314121",13539," 5,79313632"," 41819,678194044"," 3581,889501399",ADC," 20750,374165872",12154,2098,41060589,25158503," 38846,347209082",387828," 1,271142625"," 3312,139146568"," 5,908960915"," 11991,660152526"," 24167,630163305",Draven,1057
" 151,673694779"," 2,505839913"," 10,089335709",144517350," 1587,752878089"," 22,659766753",87877," 3141,681521739"," 5,773092369"," 11,02873996"," 11,388957663"," 26,272521739"," 21,757118099"," 1840,895913043",39641," 1,647673154"," 13,204753652",91296323,4039," 11457,87186245"," 0,50690261"," 299,216637782",46000," 6,693524096"," 35780,47784105"," 2709,666441669",MIDDLE," 18137,217620482",53334,7968,218556808,84681212," 55626,573682871",1208536," 1,910369565"," 5513,402991852"," 4,9750251"," 10627,662148594"," 20965,885615251",Ekko,3929
" 38,238968264"," 2,861125723"," 9,608289108",123719199," 1303,531770094"," 4,877306154",91414," 2645,155199692"," 5,913769124"," 11,558224807"," 11,835020243"," 6,466090824"," 23,131072874"," 1728,157829471",38020," 1,474229132"," 15,690283401",88281705,3952," 11162,182956126"," 0,499683904"," 76,526315789",46772," 7,840182071"," 31305,465334008"," 1995,213504709",MIDDLE," 15642,837147553",62008,7909,189506966,80829398," 47891,57594137",302432," 1,954459933"," 4984,402051552"," 4,807181692"," 10219,926412947"," 20452,782894737",Elise,3957
" 40,756019262"," 2,984027154"," 10,747854077",36059684," 1282,972955815"," 4,835766887",20073," 2550,370181767"," 7,565008026"," 10,739967897"," 15,089647812"," 5,387438999"," 21,4226254"," 1429,336586746",10017," 1,274314373"," 16,811099253",21800662,937," 11664,345639379"," 0,501337614"," 81,294557097",14139," 8,428036383"," 38484,187833511"," 2289,213052311",MIDDLE," 19293,570893526",15752,1869,47465416,20209390," 50928,557939914",76173," 1,419690219"," 4738,486173505"," 5,359550562"," 10812,942750134"," 21568,185699039",Evelynn,932
" 188,327126356"," 2,782068726"," 9,395620835",334712294," 1517,961309239"," 25,777101738",136808," 3810,650462225"," 6,148827441"," 9,577038852"," 12,671090594"," 30,628136527"," 19,735718407"," 1803,628922082",69086," 1,310848361"," 15,055683785",173438374,6932," 12141,293244662"," 0,485264263"," 388,091892672",87836," 7,305985299"," 48285,097230237"," 3207,100914091",MIDDLE," 23431,032131607",104366,14285,246861627,158423550," 33572,912688698",2690253," 1,55753905"," 3573,25112179"," 4,836261813"," 11090,203010151"," 22853,945470283",Ezreal,7353
" 46,404947917"," 2,57293666"," 10,797927461",12191083," 1132,652369222"," 5,164324011",8303," 3188,878629349"," 4,977864583"," 10,811197917"," 10,007853403"," 9,322260005"," 21,735602094"," 2044,581218938",4168," 1,203158962"," 18,065445026",8573557,382," 11163,485677083"," 0,497395833"," 93,295811518",3823," 8,985677083"," 31913,829842932"," 1766,567598899",MIDDLE," 15873,805989583",6901,768,21082626,7816434," 54618,202072539",35639," 2,171854564"," 5058,211612284"," 5,427083333"," 10177,6484375"," 20461,869109948",Fiddlesticks,386
" 189,902481825"," 1,844039207"," 10,611998065",71607710," 2361,117443013"," 41,709117939",42623," 3212,981110064"," 5,587114565"," 10,685134119"," 11,595733611"," 33,989365998"," 22,176378772"," 1924,108897564",21935," 2,346823037"," 9,449531738",46395497,1922," 11630,85911256"," 0,481825019"," 394,131633715",22287," 4,553020807"," 37256,873048907"," 3942,721616562",MIDDLE," 17951,293557283",18162,3989,111973128,42882615," 54171,808417997",757521," 1,912460179"," 5104,769911101"," 5,498871898"," 10750,216846327"," 22311,45421436",Fiora,2067
" 152,271115119"," 2,344632464"," 11,43314849",60832724," 1930,555514078"," 27,016104949",34355," 2457,391395678"," 7,440637211"," 10,326119627"," 14,52758216"," 20,464794991"," 20,161384977"," 1462,402625732",18556," 1,832071246"," 11,004694836",38966695,1704," 11712,261797415"," 0,512173129"," 297,30399061",24755," 5,636308987"," 35699,955399061"," 3244,065912969",MIDDLE," 18284,557859934",18752,3327,72079518,36201777," 44411,286506469",506606," 1,387800444"," 3884,431881871"," 5,577397054"," 10881,207394049"," 21245,174295775",Fizz,1623
" 150,912133891"," 2,822714681"," 8,267175573",3667232," 1026,160596753"," 15,826239579",3147," 4713,665809769"," 3,255230126"," 13,167364017"," 7,203703704"," 46,359897172"," 29,138888889"," 3005,938303342",1083," 1,380868802"," 21,101851852",2553641,108," 10684,690376569"," 0,451882845"," 333,962962963",778," 9,535564854"," 33955,851851852"," 1609,140851251",MIDDLE," 15344,066945607",2279,239,5913895,2338620," 45144,236641221",36068," 4,044987147"," 5460,660203139"," 4,531380753"," 9785,020920502"," 21653,888888889",Galio,131
" 212,346107579"," 2,697351387"," 10,314326958",134063325," 1661,351705857"," 28,23614634",64429," 4022,060632425"," 5,728131981"," 11,07217735"," 10,935695538"," 37,07074283"," 21,13812336"," 2181,159606384",28581," 1,472292681"," 14,357283465",78859516,3048," 13552,073552157"," 0,52380134"," 405,394356955",33332," 7,520364324"," 43984,030511811"," 3063,534311373",TOP," 23038,894139887",43761,5819,133779661,72702412," 48278,477444966",1235642," 1,932947318"," 4680,720093769"," 4,911668672"," 12493,970097955"," 23852,497375328",Gangplank,2771
" 179,953846154"," 2,122438525"," 9,809045226",6812905," 2095,357575758"," 35,445454545",3904," 3149,748035136"," 5,546153846"," 10,01025641"," 11,32460733"," 32,446601942"," 20,439790576"," 1918,080443828",1952," 1,971717172"," 10,366492147",4523128,191," 11597,764102564"," 0,48974359"," 367,445026178",2163," 5,076923077"," 35669,659685864"," 3440,861111111",TOP," 17468,987179487",1980,390,11681711,4148808," 58702,065326633",70182," 1,804900601"," 5984,483094262"," 5,005128205"," 10637,969230769"," 21721,507853403",Garen,199
" 181,754513687"," 2,047076818"," 9,454740225",60972006," 1653,222499177"," 29,353571932",37475," 4099,785233997"," 4,330809552"," 10,912929528"," 9,49074665"," 41,967791824"," 23,915124442"," 2363,667966649",17652," 1,762451206"," 13,569240587",37966809,1567," 11056,147058824"," 0,456319161"," 398,305679643",14872," 6,191904485"," 38910,022973835"," 2867,516625123",TOP," 17755,38905067",21263,3434,88889690,35152470," 47610,974825924",624145," 2,519835933"," 5035,672445049"," 5,140361095"," 10236,595806639"," 22432,973835354",Gnar,1867
" 54,692254781"," 3,338339135"," 8,362905462",107614473," 1068,090351886"," 5,787965699",99445," 3361,481633036"," 4,404182143"," 13,680698858"," 8,742217368"," 12,418254514"," 27,155925724"," 2291,619978759",30165," 1,447799438"," 18,756690333",80012620,3662," 11007,376530472"," 0,503783189"," 108,563080284",32014," 9,449305269"," 29386,803113053"," 1566,737126385",MIDDLE," 14804,577383409",68687,7269,216146618,73363922," 59924,207929027",397558," 3,106297245"," 7165,477142384"," 4,14981428"," 10092,711789792"," 20033,839978154",Gragas,3607
" 90,705113506"," 2,632560637"," 9,691628959",179418201," 1762,492400946"," 14,062783298",91416," 3174,75671515"," 6,479477184"," 10,481082321"," 13,136680614"," 13,998832148"," 21,249651325"," 1754,477386134",42837," 1,624971115"," 13,076940958",107619795,4302," 12338,889589544"," 0,493235496"," 183,89818689",56514," 6,450011465"," 41705,764993026"," 3189,260020975",ADC," 20570,763700986",56257,8722,203728731,99152535," 46092,473076923",791130," 1,617581484"," 4755,905665663"," 4,911373538"," 11368,096193534"," 23048,009065551",Graves,4420
" 65,270437018"," 3,042430592"," 9,927197088",67155155," 1389,275854222"," 8,254559641",36399," 2458,005014458"," 7,023393316"," 9,357069409"," 13,889679715"," 9,293290875"," 18,50482969"," 1564,098532265",19090," 1,183360968"," 15,637519065",45973764,1967," 11818,448329049"," 0,505655527"," 129,080833757",27321," 7,907197943"," 34140,902389426"," 2183,268474268",JUNGLE," 17263,535989717",30759,3890,137976240,42732736," 71750,514820593",253902," 1,332271879"," 7227,671031954"," 4,907455013"," 10985,279177378"," 21724,827656329",Hecarim,1923
" 190,17794971"," 2,154300169"," 9,526104418",11074090," 1660,059128315"," 29,967083206",6313," 6054,723892838"," 3,537717602"," 12,210831721"," 6,824626866"," 53,757244396"," 23,555970149"," 2977,94095134",2372," 1,924108504"," 12,242537313",5932901,268," 11475,630560928"," 0,518375242"," 366,873134328",1829," 6,34622824"," 41321,231343284"," 3375,217921365",MIDDLE," 21419,903288201",3281,517,8900475,5446654," 35744,879518072",98322," 3,451612903"," 3752,308178752"," 4,588007737"," 10535,114119923"," 20323,335820896",Heimerdinger,249
" 207,487329435"," 1,466696805"," 11,601398601",24179894," 2343,521462313"," 43,721914151",10895," 4971,1953125"," 4,740740741"," 10,618908382"," 10,713656388"," 43,766858553"," 23,997797357"," 2345,930509868",6636," 2,237625796"," 10,724669604",12243818,454," 11933,545808967"," 0,442495127"," 468,9030837",4864," 4,745614035"," 53259,678414097"," 4966,090367632",TOP," 23567,148148148",4869,1026,31736966,11410606," 55484,206293706",212882," 2,239925987"," 4782,544605184"," 6,467836257"," 11121,44834308"," 25133,49339207",Illaoi,572
" 190,377467501"," 2,047964377"," 11,553160216",74322305," 2119,285269227"," 36,772435599",45334," 2774,773380623"," 6,448001926"," 10,913336543"," 12,676289636"," 29,525032668"," 21,454803597"," 1701,59973866",23580," 2,107969869"," 10,177946048",49153724,2113," 11832,865671642"," 0,508666346"," 374,267865594",26785," 5,177178623"," 35173,831045906"," 3455,886961778",TOP," 17891,74410207",21506,4154,115753374,45577349," 56714,04899559",790828," 1,692514467"," 4908,964122137"," 5,676456428"," 10971,918391911"," 21569,971131093",Irelia,2041
" 21,76"," 2,108108108"," 8,457142857",420108," 888,360824742"," 2,243298969",698," 3022,35971223"," 2,78"," 13,96"," 9,266666667"," 7,827338129"," 46,533333333"," 3099,676258993",296," 1,439175258"," 32,333333333",462131,15," 9242,62"," 0,3"," 72,533333333",139," 9,7"," 28007,2"," 866,202061856",JUNGLE," 8402,16",485,50,1051665,430855," 30047,571428571",1088," 5,021582734"," 3552,922297297"," 5,92"," 8617,1"," 28723,666666667",Ivern,35
" 14,061898746"," 3,809820428"," 7,985223725",42921192," 570,157989475"," 1,046113697",270517," 5469,758124124"," 0,762510932"," 26,286755417"," 1,43036821"," 18,441570027"," 49,31042654"," 10051,114438639",38369," 1,955563427"," 25,215457528",88708245,5486," 8619,98299485"," 0,533087164"," 26,378235509",7847," 13,442036731"," 7823,768137076"," 310,276667727",SUPPORT," 4170,750364396",138332,10291,145273983,78871095," 30233,919458897",144711," 34,473939085"," 3786,233235164"," 3,728403459"," 7664,084637062"," 14376,794567991",Janna,4805
" 103,378934625"," 2,671904463"," 10,774266366",12720955," 1063,74647542"," 10,468432022",8537," 2767,83181027"," 5,564164649"," 10,33535109"," 12,0"," 18,579416884"," 22,289817232"," 1887,941688425",4773," 1,046585755"," 21,297650131",9369405,383," 11343,105326877"," 0,463680387"," 222,953002611",4596," 9,875302663"," 33213,981723238"," 1559,513914429",TOP," 15400,671912833",8157,826,21533230,8676980," 48607,742663657",85391," 1,857484769"," 4511,466582862"," 5,778450363"," 10504,818401937"," 22655,300261097",Jarvan IV,443
" 164,561380516"," 1,721402214"," 11,552397869",36293044," 2569,411255411"," 38,825087611",23750," 2859,971946414"," 5,543905636"," 10,375709917"," 10,911435942"," 29,683293932"," 20,421324162"," 1964,415130024",13008," 2,447948877"," 8,342218401",26976117,1163," 11785,110091743"," 0,508082132"," 323,887360275",12690," 4,23853211"," 31206,400687876"," 3740,779633065",JUNGLE," 15855,414591525",9702,2289,57357056,24928428," 50938,770870337",376681," 1,871552403"," 4409,367773678"," 5,682830931"," 10890,532110092"," 21434,589853826",Jax,1126
